week,lane,region,mode,carrier,units,spend_usd,on_time_pct,damage_rate_pct,invoice_accuracy_pct,days_to_settle,fuel_share,week_start
11,DFW→LAX,North America,LTL,Atlas Logistics,35587,162398.35,92.4,0.305,96.86,38,0.28,2025-05-12
11,ORD→PHX,North America,Air,Skyway Cargo,14726,136376.48,93.08,0.542,96.55,43,0.42,2025-05-12
11,PHX→ATL,North America,LTL,Atlas Logistics,20117,97031.16,92.25,0.666,96.44,43,0.28,2025-05-12
11,MAD→MXP,Europe,Truckload,Meridian Carriers,19710,63367.23,89.71,0.649,97.47,39,0.32,2025-05-12
11,MXP→FRA,Europe,LTL,BlueLine Express,42619,192834.03,93.99,0.506,97.83,44,0.28,2025-05-12
11,FRA→MXP,Europe,Air,Skyway Cargo,20319,195146.3,96.97,0.54,98.62,45,0.42,2025-05-12
11,AMS→MAD,Europe,Truckload,Northwind Freight,10149,34994.59,91.38,0.274,97.48,42,0.32,2025-05-12
11,WAW→LHR,Europe,Truckload,Atlas Logistics,22699,77363.7,95.78,0.225,97.31,46,0.32,2025-05-12
11,WAW→FRA,Europe,Intermodal,Pacific Rail Co,13735,30397.96,98.64,0.666,98.68,42,0.18,2025-05-12
11,ICN→DEL,Asia Pacific,Truckload,BlueLine Express,49511,177926.87,97.62,0.35,97.34,47,0.32,2025-05-12
11,DEL→SYD,Asia Pacific,Intermodal,Pacific Rail Co,15647,39727.71,89.58,0.372,99.38,38,0.18,2025-05-12
11,NRT→SYD,Asia Pacific,Intermodal,Pacific Rail Co,47063,101690.67,97.65,0.268,97.39,39,0.18,2025-05-12
11,SIN→SYD,Asia Pacific,LTL,Northwind Freight,25307,125949.96,96.29,0.455,97.75,45,0.28,2025-05-12
11,ICN→SYD,Asia Pacific,Intermodal,Pacific Rail Co,32217,80660.36,93.86,0.474,98.96,46,0.18,2025-05-12
11,SYD→NRT,Asia Pacific,Truckload,Northwind Freight,40934,124488.5,97.19,0.238,97.73,41,0.32,2025-05-12
11,DEL→SIN,Asia Pacific,LTL,Atlas Logistics,19585,94245.8,97.38,0.572,96.07,43,0.28,2025-05-12
11,ICN→SIN,Asia Pacific,Truckload,BlueLine Express,10186,34293.85,92.14,0.634,98.06,42,0.32,2025-05-12
12,LAX→ORD,North America,Truckload,BlueLine Express,16609,55024.08,90.68,0.185,96.61,40,0.32,2025-05-19
12,SEA→ORD,North America,Truckload,Northwind Freight,47429,141455.94,95.45,0.238,97.96,45,0.32,2025-05-19
12,SEA→LAX,North America,LTL,Atlas Logistics,15880,71513.27,95.78,0.215,97.38,39,0.28,2025-05-19
12,EWR→MEM,North America,Truckload,Meridian Carriers,33885,116142.31,92.8,0.542,97.41,41,0.32,2025-05-19
12,DFW→EWR,North America,LTL,Northwind Freight,15222,69401.9,91.93,0.625,99.43,41,0.28,2025-05-19
12,DFW→LAX,North America,LTL,Atlas Logistics,39717,189066.25,91.22,0.298,99.09,39,0.28,2025-05-19
12,ORD→PHX,North America,Air,Skyway Cargo,13211,116719.88,91.61,0.578,97.86,42,0.42,2025-05-19
12,PHX→ATL,North America,LTL,Atlas Logistics,22740,105840.22,91.48,0.719,98.85,45,0.28,2025-05-19
12,MAD→MXP,Europe,Truckload,Meridian Carriers,20309,64524.38,90.93,0.754,96.29,42,0.32,2025-05-19
12,MXP→FRA,Europe,LTL,BlueLine Express,39148,171233.58,94.94,0.495,97.7,46,0.28,2025-05-19
12,FRA→MXP,Europe,Air,Skyway Cargo,20226,187519.77,96.23,0.572,98.94,41,0.42,2025-05-19
12,AMS→MAD,Europe,Truckload,Northwind Freight,9058,30607.63,88.9,0.263,96.09,40,0.32,2025-05-19
12,WAW→LHR,Europe,Truckload,Atlas Logistics,24124,78741.01,96.5,0.214,97.66,38,0.32,2025-05-19
12,WAW→FRA,Europe,Intermodal,Pacific Rail Co,12728,28837.66,95.72,0.528,98.37,41,0.18,2025-05-19
12,ICN→DEL,Asia Pacific,Truckload,BlueLine Express,43427,150594.88,98.93,0.357,99.45,39,0.32,2025-05-19
12,DEL→SYD,Asia Pacific,Intermodal,Pacific Rail Co,14791,39620.01,91.86,0.474,96.63,41,0.18,2025-05-19
12,NRT→SYD,Asia Pacific,Intermodal,Pacific Rail Co,47207,108260.11,97.95,0.288,98,45,0.18,2025-05-19
12,SIN→SYD,Asia Pacific,LTL,Northwind Freight,27162,136208.94,96.28,0.415,98.87,42,0.28,2025-05-19
12,ICN→SYD,Asia Pacific,Intermodal,Pacific Rail Co,32954,80088.94,93.66,0.489,96.22,39,0.18,2025-05-19
12,SYD→NRT,Asia Pacific,Truckload,Northwind Freight,40655,122844.35,96.99,0.332,98.77,44,0.32,2025-05-19
12,DEL→SIN,Asia Pacific,LTL,Atlas Logistics,17417,86121.07,95.67,0.546,98.8,40,0.28,2025-05-19
12,ICN→SIN,Asia Pacific,Truckload,BlueLine Express,11483,38464.96,92.57,0.674,99.26,43,0.32,2025-05-19
13,LAX→ORD,North America,Truckload,BlueLine Express,15428,50697.33,88.16,0.18,96.26,43,0.32,2025-05-26
13,SEA→ORD,North America,Truckload,Northwind Freight,41445,124613.87,94.25,0.28,96.03,46,0.32,2025-05-26
13,SEA→LAX,North America,LTL,Atlas Logistics,17537,79337.59,93.33,0.334,97.65,39,0.28,2025-05-26
13,EWR→MEM,North America,Truckload,Meridian Carriers,39743,142372.83,93.89,0.572,96.3,44,0.32,2025-05-26
13,DFW→EWR,North America,LTL,Northwind Freight,16237,74828.8,91.5,0.601,98.56,39,0.28,2025-05-26
13,DFW→LAX,North America,LTL,Atlas Logistics,39762,184382.28,93.62,0.329,98.32,44,0.28,2025-05-26
13,ORD→PHX,North America,Air,Skyway Cargo,14542,138325.13,93.98,0.574,99.5,39,0.42,2025-05-26
13,PHX→ATL,North America,LTL,Atlas Logistics,22018,109542.84,93.91,0.618,98.17,42,0.28,2025-05-26
13,MAD→MXP,Europe,Truckload,Meridian Carriers,22037,65475.26,91.58,0.731,97.94,39,0.32,2025-05-26
13,MXP→FRA,Europe,LTL,BlueLine Express,41481,192897.13,94.8,0.447,96.51,44,0.28,2025-05-26
13,FRA→MXP,Europe,Air,Skyway Cargo,21611,205222.7,95.61,0.46,97.4,44,0.42,2025-05-26
13,AMS→MAD,Europe,Truckload,Northwind Freight,10579,36114.74,89.44,0.229,96.64,41,0.32,2025-05-26
13,WAW→LHR,Europe,Truckload,Atlas Logistics,24179,82811.34,96.06,0.268,97.04,40,0.32,2025-05-26
13,WAW→FRA,Europe,Intermodal,Pacific Rail Co,12394,28305.32,98.27,0.562,96.34,39,0.18,2025-05-26
13,ICN→DEL,Asia Pacific,Truckload,BlueLine Express,46719,160954.87,97.26,0.411,96.45,42,0.32,2025-05-26
13,DEL→SYD,Asia Pacific,Intermodal,Pacific Rail Co,16523,43197.69,88.87,0.49,97.96,44,0.18,2025-05-26
13,NRT→SYD,Asia Pacific,Intermodal,Pacific Rail Co,47908,104371.04,96.2,0.201,98.38,46,0.18,2025-05-26
13,SIN→SYD,Asia Pacific,LTL,Northwind Freight,27785,147387.39,96.07,0.448,99.13,40,0.28,2025-05-26
13,ICN→SYD,Asia Pacific,Intermodal,Pacific Rail Co,35724,87020.36,94.71,0.441,96.74,41,0.18,2025-05-26
13,SYD→NRT,Asia Pacific,Truckload,Northwind Freight,46112,137745.07,97.87,0.246,97.18,47,0.32,2025-05-26
13,DEL→SIN,Asia Pacific,LTL,Atlas Logistics,18735,94498.4,96.29,0.543,97.49,46,0.28,2025-05-26
13,ICN→SIN,Asia Pacific,Truckload,BlueLine Express,11795,39199.44,91.32,0.6,99.42,45,0.32,2025-05-26
14,LAX→ORD,North America,Truckload,BlueLine Express,17362,59047.94,90.46,0.197,98.43,42,0.32,2025-06-02
14,SEA→ORD,North America,Truckload,Northwind Freight,49596,156175.04,96.67,0.2,97.25,41,0.32,2025-06-02
14,SEA→LAX,North America,LTL,Atlas Logistics,18811,89758.7,92.81,0.234,98.22,47,0.28,2025-06-02
14,EWR→MEM,North America,Truckload,Meridian Carriers,40722,146692.13,94.19,0.567,99.33,46,0.32,2025-06-02
14,DFW→EWR,North America,LTL,Northwind Freight,14961,67353.08,90.11,0.587,97.47,42,0.28,2025-06-02
14,DFW→LAX,North America,LTL,Atlas Logistics,41010,184940.84,92.64,0.279,96.05,44,0.28,2025-06-02
14,ORD→PHX,North America,Air,Skyway Cargo,15664,138335.09,93.35,0.633,97.52,42,0.42,2025-06-02
14,PHX→ATL,North America,LTL,Atlas Logistics,24482,117018.94,92.78,0.638,97.91,45,0.28,2025-06-02
14,MAD→MXP,Europe,Truckload,Meridian Carriers,23055,69261.43,92.82,0.656,96.31,40,0.32,2025-06-02
14,MXP→FRA,Europe,LTL,BlueLine Express,41809,180404.84,95.95,0.49,97.18,41,0.28,2025-06-02
14,FRA→MXP,Europe,Air,Skyway Cargo,18939,174782.74,99.03,0.475,99.42,42,0.42,2025-06-02
14,AMS→MAD,Europe,Truckload,Northwind Freight,9167,29351.92,91.81,0.195,97.21,43,0.32,2025-06-02
14,WAW→LHR,Europe,Truckload,Atlas Logistics,23665,80498.48,97.02,0.177,98.3,45,0.32,2025-06-02
14,WAW→FRA,Europe,Intermodal,Pacific Rail Co,14005,32918.38,96.42,0.634,99.11,44,0.18,2025-06-02
14,ICN→DEL,Asia Pacific,Truckload,BlueLine Express,46192,170495.07,97.53,0.367,98.55,38,0.32,2025-06-02
14,DEL→SYD,Asia Pacific,Intermodal,Pacific Rail Co,16589,42922.04,88.91,0.411,97.25,45,0.18,2025-06-02
14,NRT→SYD,Asia Pacific,Intermodal,Pacific Rail Co,47762,105855.94,97.15,0.191,96.11,46,0.18,2025-06-02
14,SIN→SYD,Asia Pacific,LTL,Northwind Freight,23154,122757.98,96.17,0.364,97.72,38,0.28,2025-06-02
14,ICN→SYD,Asia Pacific,Intermodal,Pacific Rail Co,38918,95473.07,93.62,0.463,96.27,44,0.18,2025-06-02
14,SYD→NRT,Asia Pacific,Truckload,Northwind Freight,39802,114655.48,96.18,0.283,97.33,41,0.32,2025-06-02
14,DEL→SIN,Asia Pacific,LTL,Atlas Logistics,20285,104056.63,94.05,0.579,96.31,47,0.28,2025-06-02
14,ICN→SIN,Asia Pacific,Truckload,BlueLine Express,11072,35792.87,91.08,0.661,98.63,41,0.32,2025-06-02
15,LAX→ORD,North America,Truckload,BlueLine Express,16511,56772.36,90.04,0.255,96.87,47,0.32,2025-06-09
15,SEA→ORD,North America,Truckload,Northwind Freight,47266,144984.71,97.37,0.22,96.69,47,0.32,2025-06-09
15,SEA→LAX,North America,LTL,Atlas Logistics,18979,85899.97,94.84,0.23,96.01,45,0.28,2025-06-09
15,EWR→MEM,North America,Truckload,Meridian Carriers,41434,145346.51,92.59,0.543,97.42,45,0.32,2025-06-09
15,DFW→EWR,North America,LTL,Northwind Freight,16082,72307.42,90.75,0.553,97.92,44,0.28,2025-06-09
15,DFW→LAX,North America,LTL,Atlas Logistics,36894,176266.17,92.37,0.244,97.98,44,0.28,2025-06-09
15,ORD→PHX,North America,Air,Skyway Cargo,16413,146988.84,92.87,0.515,99.05,46,0.42,2025-06-09
15,PHX→ATL,North America,LTL,Atlas Logistics,22087,107201.28,92.46,0.709,97.64,42,0.28,2025-06-09
15,MAD→MXP,Europe,Truckload,Meridian Carriers,20061,61261.91,90.22,0.706,99.15,45,0.32,2025-06-09
15,MXP→FRA,Europe,LTL,BlueLine Express,42516,186454.79,96.62,0.489,96.1,40,0.28,2025-06-09
15,FRA→MXP,Europe,Air,Skyway Cargo,19940,179838.67,98.9,0.52,98.4,40,0.42,2025-06-09
15,AMS→MAD,Europe,Truckload,Northwind Freight,9236,31380.24,91.35,0.257,96.72,42,0.32,2025-06-09
15,WAW→LHR,Europe,Truckload,Atlas Logistics,24377,80741.64,94.09,0.202,98.43,44,0.32,2025-06-09
15,WAW→FRA,Europe,Intermodal,Pacific Rail Co,13951,31361.81,97.97,0.555,97.93,39,0.18,2025-06-09
15,ICN→DEL,Asia Pacific,Truckload,BlueLine Express,52804,185797.27,99.08,0.319,98.01,40,0.32,2025-06-09
15,DEL→SYD,Asia Pacific,Intermodal,Pacific Rail Co,15561,41629.58,88.95,0.446,99.18,41,0.18,2025-06-09
15,NRT→SYD,Asia Pacific,Intermodal,Pacific Rail Co,47203,105643.98,98.74,0.31,99.44,43,0.18,2025-06-09
15,SIN→SYD,Asia Pacific,LTL,Northwind Freight,26170,132159.05,97.15,0.398,99.27,41,0.28,2025-06-09
15,ICN→SYD,Asia Pacific,Intermodal,Pacific Rail Co,38762,96085.56,94.31,0.425,97.39,43,0.18,2025-06-09
15,SYD→NRT,Asia Pacific,Truckload,Northwind Freight,47785,140875.12,99.48,0.296,97.71,43,0.32,2025-06-09
15,DEL→SIN,Asia Pacific,LTL,Atlas Logistics,21037,105532.86,96.55,0.644,99.28,40,0.28,2025-06-09
15,ICN→SIN,Asia Pacific,Truckload,BlueLine Express,10106,34220.22,93.11,0.703,96.28,46,0.32,2025-06-09
16,LAX→ORD,North America,Truckload,BlueLine Express,16341,53950.19,90.02,0.208,98.18,42,0.32,2025-06-16
16,SEA→ORD,North America,Truckload,Northwind Freight,50369,151287.11,94.67,0.184,99.09,38,0.32,2025-06-16
16,SEA→LAX,North America,LTL,Atlas Logistics,18366,87969.85,94.7,0.294,98.28,38,0.28,2025-06-16
16,EWR→MEM,North America,Truckload,Meridian Carriers,41601,143914.52,92.66,0.578,96.15,44,0.32,2025-06-16
16,DFW→EWR,North America,LTL,Northwind Freight,16704,73640.5,92.26,0.597,97.87,42,0.28,2025-06-16
16,DFW→LAX,North America,LTL,Atlas Logistics,41490,194692.31,94.15,0.366,96.93,44,0.28,2025-06-16
16,ORD→PHX,North America,Air,Skyway Cargo,13936,124400.53,93.92,0.595,96.89,44,0.42,2025-06-16
16,PHX→ATL,North America,LTL,Atlas Logistics,25534,125693.18,91.17,0.688,99.18,38,0.28,2025-06-16
16,MAD→MXP,Europe,Truckload,Meridian Carriers,22288,68347.74,89.95,0.688,98.59,40,0.32,2025-06-16
16,MXP→FRA,Europe,LTL,BlueLine Express,41651,188866.78,94.8,0.436,96.28,44,0.28,2025-06-16
16,FRA→MXP,Europe,Air,Skyway Cargo,19796,187163.54,98.63,0.563,97.14,47,0.42,2025-06-16
16,AMS→MAD,Europe,Truckload,Northwind Freight,9942,33014.99,88.97,0.212,97.66,44,0.32,2025-06-16
16,WAW→LHR,Europe,Truckload,Atlas Logistics,26736,91280.27,96.29,0.211,96.01,46,0.32,2025-06-16
16,WAW→FRA,Europe,Intermodal,Pacific Rail Co,13786,31054.57,97.37,0.641,99.11,38,0.18,2025-06-16
16,ICN→DEL,Asia Pacific,Truckload,BlueLine Express,54838,200923.26,97.72,0.37,98.19,42,0.32,2025-06-16
16,DEL→SYD,Asia Pacific,Intermodal,Pacific Rail Co,17798,45391.83,89.42,0.394,98.63,43,0.18,2025-06-16
16,NRT→SYD,Asia Pacific,Intermodal,Pacific Rail Co,45283,99370.2,97.31,0.249,97.32,41,0.18,2025-06-16
16,SIN→SYD,Asia Pacific,LTL,Northwind Freight,28259,149951.38,96.93,0.394,96.05,41,0.28,2025-06-16
16,ICN→SYD,Asia Pacific,Intermodal,Pacific Rail Co,32920,82296.12,94.84,0.397,96.52,46,0.18,2025-06-16
16,SYD→NRT,Asia Pacific,Truckload,Northwind Freight,45629,133491.84,98.16,0.233,96.96,40,0.32,2025-06-16
16,DEL→SIN,Asia Pacific,LTL,Atlas Logistics,20703,106076.45,93.95,0.537,98.32,44,0.28,2025-06-16
16,ICN→SIN,Asia Pacific,Truckload,BlueLine Express,11894,41146.35,90,0.603,96.03,42,0.32,2025-06-16
17,LAX→ORD,North America,Truckload,BlueLine Express,18319,59203.33,89.02,0.3,97.64,44,0.32,2025-06-23
17,SEA→ORD,North America,Truckload,Northwind Freight,52980,165893.6,98.13,0.164,96.77,44,0.32,2025-06-23
17,SEA→LAX,North America,LTL,Atlas Logistics,19616,88429.66,93.75,0.258,96.56,40,0.28,2025-06-23
17,EWR→MEM,North America,Truckload,Meridian Carriers,35477,126844.51,94.14,0.484,99.3,43,0.32,2025-06-23
17,DFW→EWR,North America,LTL,Northwind Freight,17195,78253.55,89.66,0.571,97.46,46,0.28,2025-06-23
17,DFW→LAX,North America,LTL,Atlas Logistics,38299,178493.99,91.72,0.377,97.24,39,0.28,2025-06-23
17,ORD→PHX,North America,Air,Skyway Cargo,14637,132938.27,90.49,0.65,98.64,46,0.42,2025-06-23
17,PHX→ATL,North America,LTL,Atlas Logistics,25182,125606.29,94.45,0.703,97.71,46,0.28,2025-06-23
17,MAD→MXP,Europe,Truckload,Meridian Carriers,22267,69724.86,89.62,0.688,96.22,46,0.32,2025-06-23
17,MXP→FRA,Europe,LTL,BlueLine Express,42970,195045.88,94.01,0.506,98.67,43,0.28,2025-06-23
17,FRA→MXP,Europe,Air,Skyway Cargo,23152,221763.17,99.17,0.56,97.08,45,0.42,2025-06-23
17,AMS→MAD,Europe,Truckload,Northwind Freight,10391,33768.3,89.93,0.206,98.89,40,0.32,2025-06-23
17,WAW→LHR,Europe,Truckload,Atlas Logistics,23269,81553.98,97.56,0.293,96.05,40,0.32,2025-06-23
17,WAW→FRA,Europe,Intermodal,Pacific Rail Co,15145,33732.87,99.31,0.591,97.5,39,0.18,2025-06-23
17,ICN→DEL,Asia Pacific,Truckload,BlueLine Express,51953,183146.59,97.71,0.348,97.23,40,0.32,2025-06-23
17,DEL→SYD,Asia Pacific,Intermodal,Pacific Rail Co,17951,44688.02,89.34,0.377,97.25,39,0.18,2025-06-23
17,NRT→SYD,Asia Pacific,Intermodal,Pacific Rail Co,50106,109931.59,97.32,0.256,96.03,41,0.18,2025-06-23
17,SIN→SYD,Asia Pacific,LTL,Northwind Freight,26194,132913.51,95.43,0.423,98.08,42,0.28,2025-06-23
17,ICN→SYD,Asia Pacific,Intermodal,Pacific Rail Co,38740,98688.89,94.08,0.468,96.36,44,0.18,2025-06-23
17,SYD→NRT,Asia Pacific,Truckload,Northwind Freight,43355,131083.68,96.4,0.293,96.86,38,0.32,2025-06-23
17,DEL→SIN,Asia Pacific,LTL,Atlas Logistics,20807,103303.33,96.88,0.626,98.98,46,0.28,2025-06-23
17,ICN→SIN,Asia Pacific,Truckload,BlueLine Express,12284,40923.51,90.74,0.619,99.32,46,0.32,2025-06-23
18,LAX→ORD,North America,Truckload,BlueLine Express,19103,61708.77,91.79,0.211,98.76,39,0.32,2025-06-30
18,SEA→ORD,North America,Truckload,Northwind Freight,51272,151870.76,94.61,0.272,98.6,42,0.32,2025-06-30
18,SEA→LAX,North America,LTL,Atlas Logistics,17563,79897.96,94.95,0.284,98.25,42,0.28,2025-06-30
18,EWR→MEM,North America,Truckload,Meridian Carriers,40528,139654.86,93.58,0.567,98.21,46,0.32,2025-06-30
18,DFW→EWR,North America,LTL,Northwind Freight,17732,81723.74,89.79,0.589,97.02,44,0.28,2025-06-30
18,DFW→LAX,North America,LTL,Atlas Logistics,43018,203732.06,91.34,0.354,97.24,42,0.28,2025-06-30
18,ORD→PHX,North America,Air,Skyway Cargo,15831,139415.89,91.45,0.644,97.1,44,0.42,2025-06-30
18,PHX→ATL,North America,LTL,Atlas Logistics,23407,110788.31,90.7,0.614,96.15,44,0.28,2025-06-30
18,MAD→MXP,Europe,Truckload,Meridian Carriers,23101,72214.39,92.42,0.667,96.33,42,0.32,2025-06-30
18,MXP→FRA,Europe,LTL,BlueLine Express,42000,186821.96,96.93,0.454,98.82,42,0.28,2025-06-30
18,FRA→MXP,Europe,Air,Skyway Cargo,20906,200703.77,97.39,0.515,97.74,43,0.42,2025-06-30
18,AMS→MAD,Europe,Truckload,Northwind Freight,10368,34115.39,89.42,0.178,97.58,42,0.32,2025-06-30
18,WAW→LHR,Europe,Truckload,Atlas Logistics,27111,92315.1,94.61,0.209,97.92,47,0.32,2025-06-30
18,WAW→FRA,Europe,Intermodal,Pacific Rail Co,14979,35239.15,97.07,0.589,98.85,39,0.18,2025-06-30
18,ICN→DEL,Asia Pacific,Truckload,BlueLine Express,55906,206179.71,99.44,0.354,98.39,42,0.32,2025-06-30
18,DEL→SYD,Asia Pacific,Intermodal,Pacific Rail Co,18261,46769.57,89.4,0.503,97.59,46,0.18,2025-06-30
18,NRT→SYD,Asia Pacific,Intermodal,Pacific Rail Co,46561,104830.29,98.13,0.278,97.55,43,0.18,2025-06-30
18,SIN→SYD,Asia Pacific,LTL,Northwind Freight,25381,131224.28,96.98,0.385,98.4,43,0.28,2025-06-30
18,ICN→SYD,Asia Pacific,Intermodal,Pacific Rail Co,36103,88039.91,93.94,0.446,98.51,43,0.18,2025-06-30
18,SYD→NRT,Asia Pacific,Truckload,Northwind Freight,43686,124902.02,99.5,0.294,96.7,44,0.32,2025-06-30
18,DEL→SIN,Asia Pacific,LTL,Atlas Logistics,18640,95475.05,97.48,0.561,99.15,44,0.28,2025-06-30
18,ICN→SIN,Asia Pacific,Truckload,BlueLine Express,11163,38375.95,90.33,0.619,98.53,45,0.32,2025-06-30
19,LAX→ORD,North America,Truckload,BlueLine Express,18368,61373.71,91.24,0.304,98.03,47,0.32,2025-07-07
19,SEA→ORD,North America,Truckload,Northwind Freight,50300,152194.17,95.68,0.264,97.67,46,0.32,2025-07-07
19,SEA→LAX,North America,LTL,Atlas Logistics,18104,85046.41,95.27,0.343,98.02,47,0.28,2025-07-07
19,EWR→MEM,North America,Truckload,Meridian Carriers,42201,149510.46,92.53,0.577,97.51,44,0.32,2025-07-07
19,DFW→EWR,North America,LTL,Northwind Freight,15240,72166.2,90.52,0.549,97.78,43,0.28,2025-07-07
19,DFW→LAX,North America,LTL,Atlas Logistics,42276,202403.27,90.45,0.343,97.94,44,0.28,2025-07-07
19,ORD→PHX,North America,Air,Skyway Cargo,16909,151460.44,93.67,0.541,96.61,45,0.42,2025-07-07
19,PHX→ATL,North America,LTL,Atlas Logistics,25490,127820.27,93.06,0.705,97.96,46,0.28,2025-07-07
19,MAD→MXP,Europe,Truckload,Meridian Carriers,24302,75182.8,92.56,0.646,97.43,45,0.32,2025-07-07
19,MXP→FRA,Europe,LTL,BlueLine Express,48247,221699.03,94.4,0.383,99.13,45,0.28,2025-07-07
19,FRA→MXP,Europe,Air,Skyway Cargo,20524,198355.08,97.07,0.489,96.91,42,0.42,2025-07-07
19,AMS→MAD,Europe,Truckload,Northwind Freight,11370,37537.55,91.46,0.286,99.28,40,0.32,2025-07-07
19,WAW→LHR,Europe,Truckload,Atlas Logistics,26897,91123.2,95.86,0.256,98.04,45,0.32,2025-07-07
19,WAW→FRA,Europe,Intermodal,Pacific Rail Co,13351,31226.31,99.18,0.611,98.24,43,0.18,2025-07-07
19,ICN→DEL,Asia Pacific,Truckload,BlueLine Express,50180,182372.41,97.6,0.369,97.47,47,0.32,2025-07-07
19,DEL→SYD,Asia Pacific,Intermodal,Pacific Rail Co,19257,49147.06,91.05,0.507,96.43,40,0.18,2025-07-07
19,NRT→SYD,Asia Pacific,Intermodal,Pacific Rail Co,48826,113584.74,95.75,0.179,98.75,44,0.18,2025-07-07
19,SIN→SYD,Asia Pacific,LTL,Northwind Freight,26540,134753.84,93.79,0.335,99.22,44,0.28,2025-07-07
19,ICN→SYD,Asia Pacific,Intermodal,Pacific Rail Co,41265,98677.83,93.97,0.419,98.45,41,0.18,2025-07-07
19,SYD→NRT,Asia Pacific,Truckload,Northwind Freight,44376,134077.31,97.81,0.263,99.1,43,0.32,2025-07-07
19,DEL→SIN,Asia Pacific,LTL,Atlas Logistics,21797,109167.77,97.14,0.635,98.02,39,0.28,2025-07-07
19,ICN→SIN,Asia Pacific,Truckload,BlueLine Express,11445,39685.78,93.38,0.618,99.44,43,0.32,2025-07-07
20,LAX→ORD,North America,Truckload,BlueLine Express,18248,61026.11,88.73,0.305,97.28,46,0.32,2025-07-14
20,SEA→ORD,North America,Truckload,Northwind Freight,51426,159248.02,95.01,0.264,97.63,43,0.32,2025-07-14
20,SEA→LAX,North America,LTL,Atlas Logistics,18002,86786.68,92.8,0.342,99.45,41,0.28,2025-07-14
20,EWR→MEM,North America,Truckload,Meridian Carriers,38246,135463.92,92.44,0.532,96.45,46,0.32,2025-07-14
20,DFW→EWR,North America,LTL,Northwind Freight,17819,80301.56,91.88,0.533,99.46,47,0.28,2025-07-14
20,DFW→LAX,North America,LTL,Atlas Logistics,45698,219432.79,92.98,0.259,98.39,44,0.28,2025-07-14
20,ORD→PHX,North America,Air,Skyway Cargo,16882,156991.86,93.67,0.548,97.76,43,0.42,2025-07-14
20,PHX→ATL,North America,LTL,Atlas Logistics,26515,125254.42,92.97,0.64,97.56,41,0.28,2025-07-14
20,MAD→MXP,Europe,Truckload,Meridian Carriers,24930,80759.29,90.63,0.759,98.92,41,0.32,2025-07-14
20,MXP→FRA,Europe,LTL,BlueLine Express,42908,193623.29,94.01,0.503,98.91,43,0.28,2025-07-14
20,FRA→MXP,Europe,Air,Skyway Cargo,23233,217764.96,98.4,0.517,97.28,39,0.42,2025-07-14
20,AMS→MAD,Europe,Truckload,Northwind Freight,10856,36753.93,92.37,0.17,97.38,42,0.32,2025-07-14
20,WAW→LHR,Europe,Truckload,Atlas Logistics,27485,95548.58,94.3,0.214,97.94,43,0.32,2025-07-14
20,WAW→FRA,Europe,Intermodal,Pacific Rail Co,15740,37449.47,98.49,0.578,97.4,43,0.18,2025-07-14
20,ICN→DEL,Asia Pacific,Truckload,BlueLine Express,53119,195740.06,97.73,0.314,96.63,40,0.32,2025-07-14
20,DEL→SYD,Asia Pacific,Intermodal,Pacific Rail Co,17913,45896.66,89.03,0.466,96.55,45,0.18,2025-07-14
20,NRT→SYD,Asia Pacific,Intermodal,Pacific Rail Co,51524,113790.3,98.35,0.283,96.72,41,0.18,2025-07-14
20,SIN→SYD,Asia Pacific,LTL,Northwind Freight,27456,143687.72,94.77,0.361,98.09,40,0.28,2025-07-14
20,ICN→SYD,Asia Pacific,Intermodal,Pacific Rail Co,41770,100150.68,92.25,0.365,98.87,47,0.18,2025-07-14
20,SYD→NRT,Asia Pacific,Truckload,Northwind Freight,47920,140721.47,97.09,0.283,98.92,43,0.32,2025-07-14
20,DEL→SIN,Asia Pacific,LTL,Atlas Logistics,22506,117848.83,94,0.65,98.02,42,0.28,2025-07-14
20,ICN→SIN,Asia Pacific,Truckload,BlueLine Express,10573,36058.56,89.93,0.614,98.44,46,0.32,2025-07-14
21,LAX→ORD,North America,Truckload,BlueLine Express,16770,56828.85,88.45,0.277,98.38,39,0.32,2025-07-21
21,SEA→ORD,North America,Truckload,Northwind Freight,51249,150848.09,96.91,0.28,97.57,47,0.32,2025-07-21
21,SEA→LAX,North America,LTL,Atlas Logistics,17143,77124.35,95.38,0.315,98.91,41,0.28,2025-07-21
21,EWR→MEM,North America,Truckload,Meridian Carriers,44095,155667.19,92.72,0.596,96.7,44,0.32,2025-07-21
21,DFW→EWR,North America,LTL,Northwind Freight,18144,82938.65,89.33,0.605,96.72,44,0.28,2025-07-21
21,DFW→LAX,North America,LTL,Atlas Logistics,45443,209988.92,92.77,0.339,98.6,43,0.28,2025-07-21
21,ORD→PHX,North America,Air,Skyway Cargo,16907,151824.22,90.69,0.543,97.56,41,0.42,2025-07-21
21,PHX→ATL,North America,LTL,Atlas Logistics,26828,133496.27,91.71,0.668,98.74,42,0.28,2025-07-21
21,MAD→MXP,Europe,Truckload,Meridian Carriers,21549,69718.66,90.9,0.613,98.64,42,0.32,2025-07-21
21,MXP→FRA,Europe,LTL,BlueLine Express,48962,224327.22,93.61,0.515,98.84,41,0.28,2025-07-21
21,FRA→MXP,Europe,Air,Skyway Cargo,23836,219608.09,96.7,0.482,97.7,47,0.42,2025-07-21
